artist,style,movement,tags,url,img,file_name,genre_list,Artwork,Date
Max Ernst,Surrealism,Dada,"['allegories-and-symbols', 'Human', 'Humanbody']",https://www.wikiart.org/en/max-ernst/the-antipope-1942,https://uploads7.wikiart.org/images/max-ernst/the-antipope-1942.jpg!Large.jpg,169725-the-antipope-1942.jpg,['symbolic painting'],,
Toyen,Surrealism,Surrealism,['Sketch'],https://www.wikiart.org/en/toyen/the-shooting-gallery-vii-1940,https://uploads5.wikiart.org/images/toyen/the-shooting-gallery-vii-1940.jpg,183982-the-shooting-gallery-vii-1940.jpg,['figurative'],The Shooting Gallery VII,1940
Pablo Picasso,Surrealism,Post-Impressionism,"['reading-and-writing', 'Marie-ThérèseWalter']",https://www.wikiart.org/en/pablo-picasso/woman-with-book-1932,https://uploads5.wikiart.org/images/pablo-picasso/woman-with-book-1932.jpg!Large.jpg,123833-woman-with-book-1932.jpg,['genre painting'],,
Paul Nash,Surrealism,Abstract Art,,https://www.wikiart.org/en/paul-nash/blue-house-on-the-shore-1931,https://uploads3.wikiart.org/00269/images/paul-nash/blue-house-on-the-shore-30-31.jpg!Large.jpg,159709-blue-house-on-the-shore-30-31.jpg,['landscape'],,
Angel Planells,Surrealism,Surrealism,['Organism'],https://www.wikiart.org/en/angel-planells/hamlet-1938,https://uploads8.wikiart.org/images/angel-planells/hamlet-1938(1).jpg,183683-hamlet-1938(1).jpg,['symbolic painting'],Hamlet,1938
Enrico Donati,Surrealism,Surrealism,,https://www.wikiart.org/en/enrico-donati/le-chateau-pluie,https://uploads0.wikiart.org/images/enrico-donati/le-chateau-pluie.jpg,186699-le-chateau-pluie.jpg,['abstract'],,
Jacques Hérold,Surrealism,Surrealism,,https://www.wikiart.org/en/jacques-h-rold/germination-1946,https://uploads2.wikiart.org/images/jacques-h-rold/germination-1946.jpg!Large.jpg,186845-germination-1946.jpg,['nude painting (nu)'],,
Paul Nash,Surrealism,Abstract Art,,https://www.wikiart.org/en/paul-nash/landscape-of-the-megaliths-1934,https://uploads2.wikiart.org/00269/images/paul-nash/landscape-of-the-megaliths-1.jpg!Large.jpg,159718-landscape-of-the-megaliths-1.jpg,['landscape'],,
Nzante Spee,Surrealism,Cubism,['Textile'],https://www.wikiart.org/en/nzante-spee/le-paradis-des-antilopes-1994,https://uploads2.wikiart.org/images/nzante-spee/le-paradis-des-antilopes-1994.jpg,157481-le-paradis-des-antilopes-1994.jpg,['figurative'],Le Paradis des Antilopes,1994
Victor Brauner,Surrealism,Expressionism,['Pink'],https://www.wikiart.org/en/victor-brauner/la-fianc-e-heliotropique-1955,https://uploads5.wikiart.org/images/victor-brauner/la-fianc-e-heliotropique-1955.jpg,135161-la-fianc-e-heliotropique-1955.jpg,['symbolic painting'],,
Le Corbusier,Surrealism,Cubism,,https://www.wikiart.org/en/le-corbusier/deux-musiciennes-1937,https://uploads4.wikiart.org/images/le-corbusier/deux-musiciennes-1937.jpg,155751-deux-musiciennes-1937.jpg,['figurative'],Deux musiciennes,1937
Jose Manuel Capuletti,Surrealism,Magic Realism,,https://www.wikiart.org/en/jose-manuel-capuletti/le-derni-re-heure,https://uploads0.wikiart.org/images/jose-manuel-capuletti/le-derni-re-heure.jpg,175630-le-derni-re-heure.jpg,['genre painting'],,
Mimi Parent,Surrealism,Surrealism,"['Flower', 'Pictureframe', 'Plant', 'Botany']",https://www.wikiart.org/en/mimi-parent/the-rousseau-brothers-1994,https://uploads8.wikiart.org/images/mimi-parent/the-rousseau-brothers-1994.jpg,187967-the-rousseau-brothers-1994.jpg,['symbolic painting'],,
Sven Jonson,Surrealism,Surrealism,['Graphicdesign'],https://www.wikiart.org/en/sven-jonson/nattlig-vision,https://uploads0.wikiart.org/images/sven-jonson/nattlig-vision(5).jpg!Large.jpg,184067-nattlig-vision(5).jpg,['symbolic painting'],,
Zdzislaw Beksinski,Surrealism,Magic Realism,"['allegories-and-symbols', 'musical-instruments']",https://www.wikiart.org/en/zdzislaw-beksinski/untitled-269,https://uploads0.wikiart.org/images/zdislav-beksinski/untitled-399.jpg,176091-untitled-399.jpg,['symbolic painting'],,
Salvador Dali,Surrealism,Surrealism,['Mythology'],https://www.wikiart.org/en/salvador-dali/premonition-of-civil-war,https://uploads0.wikiart.org/images/salvador-dali/premonition-of-civil-war.jpg!Large.jpg,184885-premonition-of-civil-war.jpg,['allegorical painting'],,
Conrad Marca-Relli,Surrealism,Abstract Art,['Line'],https://www.wikiart.org/en/conrad-marca-relli/untitled-1945,https://uploads3.wikiart.org/images/conrad-marca-relli/untitled-1945.jpg!Large.jpg,161689-untitled-1945.jpg,['cityscape'],,
Jacek Yerka,Surrealism,Surrealism,"['instruments-and-mechanisms', 'fantastic-vehicles', 'Motorvehicle']",https://www.wikiart.org/en/jacek-yerka/topological-knife-2007,https://uploads5.wikiart.org/images/jacek-yerka/topological-knife-2007.jpg!Large.jpg,190196-topological-knife-2007.jpg,['animal painting'],,
Leon Arthur Tutundjian,Surrealism,Surrealism,"['Water', 'Sky', 'Eye']",https://www.wikiart.org/en/leon-arthur-tutundjian/t-te-surrealiste,https://uploads0.wikiart.org/images/leon-arthur-tutundjian/t-te-surrealiste.jpg,185675-t-te-surrealiste.jpg,['symbolic painting'],,
Eileen Agar,Surrealism,Surrealism,,https://www.wikiart.org/en/eileen-agar/erotic-landscape,https://uploads7.wikiart.org/images/eileen-agar/erotic-landscape.jpg,183586-erotic-landscape.jpg,['figurative'],,
Paul Klee,Surrealism,Expressionism,"['flowers-and-plants', 'Holyplaces', 'Textile']",https://www.wikiart.org/en/paul-klee/botanical-theater-1924,https://uploads5.wikiart.org/images/paul-klee/botanical-theater-1924(1).jpg,129976-botanical-theater-1924(1).jpg,['landscape'],Botanical Theater,1924
Zdzislaw Beksinski,Surrealism,Magic Realism,['allegories-and-symbols'],https://www.wikiart.org/en/zdzislaw-beksinski/untitled-43,https://uploads0.wikiart.org/images/zdislav-beksinski/untitled-631.jpg,175865-untitled-631.jpg,['symbolic painting'],,
Victor Brauner,Surrealism,Expressionism,['Chin'],https://www.wikiart.org/en/victor-brauner/portrait-of-sa-a-pan-to-my-dear-sa-a-pan-1930,https://uploads3.wikiart.org/images/victor-brauner/portrait-of-sa-a-pan-to-my-dear-sa-a-pan-1930.jpg,135096-portrait-of-sa-a-pan-to-my-dear-sa-a-pan-1930.jpg,['portrait'],Portrait of Sașa Pană (To My Dear Sașa Pană),1930
Salvador Dali,Surrealism,Surrealism,"['Photograph', 'Room', 'Stilllifephotography', 'Stockphotography']",https://www.wikiart.org/en/salvador-dali/nude-on-the-plain-of-rosas,https://uploads2.wikiart.org/images/salvador-dali/nude-on-the-plain-of-rosas.jpg!Large.jpg,185004-nude-on-the-plain-of-rosas.jpg,['nude painting (nu)'],,
Pablo Picasso,Surrealism,Post-Impressionism,"['fruits-and-vegetables', 'dishware-and-cutlery']",https://www.wikiart.org/en/pablo-picasso/untitled-1937-1,https://uploads0.wikiart.org/images/pablo-picasso/untitled-1937-1.jpg!Large.jpg,123940-untitled-1937-1.jpg,['still life'],,
Hans Bellmer,Surrealism,Dada,"['Water', 'Organism']",https://www.wikiart.org/en/hans-bellmer/the-articulated-hands-1954,https://uploads0.wikiart.org/images/hans-bellmer/the-articulated-hands-1954.jpg,170072-the-articulated-hands-1954.jpg,['figurative'],The Articulated Hands,1954
Max Ernst,Surrealism,Dada,"['birds', 'forests-and-trees', 'Tree', 'Sky', 'Biome']",https://www.wikiart.org/en/max-ernst/the-embalmed-forest-1933,https://uploads5.wikiart.org/images/max-ernst/the-embalmed-forest-1933.jpg!Large.jpg,169521-the-embalmed-forest-1933.jpg,['landscape'],,
Salvador Dali,Surrealism,Surrealism,"['Fictionalcharacter', 'Sketch', 'Mythology']",https://www.wikiart.org/en/salvador-dali/madonna,https://uploads1.wikiart.org/images/salvador-dali/madonna.jpg!Large.jpg,185020-madonna.jpg,['religious painting'],,
Salvador Dali,Surrealism,Surrealism,"['Drinkware', 'Chalice']",https://www.wikiart.org/en/salvador-dali/the-gold-chalice,https://uploads1.wikiart.org/images/salvador-dali/the-gold-chalice.jpg!Large.jpg,185510-the-gold-chalice.jpg,['still life'],,
Benny Andrews,Surrealism,Expressionism,,https://www.wikiart.org/en/benny-andrews/family-study-2000,https://uploads2.wikiart.org/00168/images/benny-andrews/andrews-family-study-3-image-only.jpg!Large.jpg,138596-andrews-family-study-3-image-only.jpg,"['figurative', 'portrait']",,
Max Ernst,Surrealism,Dada,"['allegories-and-symbols', 'couples', 'murder-and-suicide', 'crimes']",https://www.wikiart.org/en/max-ernst/illustration-to-a-week-of-kindness-1934-26,https://uploads5.wikiart.org/images/max-ernst/illustration-to-a-week-of-kindness-1934-26.jpg!Large.jpg,169549-illustration-to-a-week-of-kindness-1934-26.jpg,['illustration'],,
Mark Ryden,Surrealism,Lowbrow Art,"['Stockphotography', 'Furniture', 'Pictureframe']",https://www.wikiart.org/en/mark-ryden/the-ringmaster-2001,https://uploads0.wikiart.org/00239/images/mark-ryden/the-ringmaster-2001.jpg!Large.jpg,244039-the-ringmaster-2001.jpg,['figurative'],,
Rene Magritte,Surrealism,Surrealism,['fish'],https://www.wikiart.org/en/rene-magritte/homage-to-alphonse-allais-1962,https://uploads0.wikiart.org/images/rene-magritte/homage-to-alphonse-allais-1962(1).jpg!Large.jpg,183380-homage-to-alphonse-allais-1962(1).jpg,['symbolic painting'],,
Joan Miro,Surrealism,Surrealism,,https://www.wikiart.org/en/joan-miro/the-gold-of-the-azure,https://uploads2.wikiart.org/images/joan-miro/the-gold-of-the-azure.jpg!Large.jpg,182090-the-gold-of-the-azure.jpg,['abstract'],,
Lucian Freud,Surrealism,Expressionism,"['male-portraits', 'Face', 'Chin', 'Forehead', 'Head', 'Cheek', 'Jaw']",https://www.wikiart.org/en/lucian-freud/portrait-of-a-man,https://uploads0.wikiart.org/images/lucian-freud/portrait-of-a-man.jpg,137598-portrait-of-a-man.jpg,['portrait'],Portrait of a Man,1946
Toyen,Surrealism,Surrealism,,https://www.wikiart.org/en/toyen/a-reader,https://uploads2.wikiart.org/images/toyen/a-reader.jpg,184022-a-reader.jpg,['figurative'],,
Salvador Dali,Surrealism,Surrealism,"['Mythology', 'Angel', 'Fictionalcharacter', 'Sky', 'Leda', 'Jupiter/Zeus', 'Leda-and-the-Swan', 'Greek-and-Roman-Mythology']",https://www.wikiart.org/en/salvador-dali/leda-atomica-1949,https://uploads0.wikiart.org/00153/images/salvador-dali/leda-atomica.jpeg!Large.jpeg,185097-leda-atomica.jpeg!Large.jpeg,['portrait'],,
Pablo Picasso,Surrealism,Post-Impressionism,"['famous-people', 'family-portraits', 'group-portraits', 'LasMeninas']",https://www.wikiart.org/en/pablo-picasso/las-meninas-velazquez-1957-6,https://uploads4.wikiart.org/images/pablo-picasso/las-meninas-velazquez-1957-6.jpg!Large.jpg,124166-las-meninas-velazquez-1957-6.jpg,['genre painting'],,
Jacques Hérold,Surrealism,Surrealism,"['Fictionalcharacter', 'Tree', 'Fiction']",https://www.wikiart.org/en/jacques-h-rold/la-rencontre-1936,https://uploads3.wikiart.org/images/jacques-h-rold/la-rencontre-1936.jpg!Large.jpg,186833-la-rencontre-1936.jpg,['genre painting'],,
Rene Magritte,Surrealism,Surrealism,"['Tree', 'Cloud', 'Sky']",https://www.wikiart.org/en/rene-magritte/the-land-of-miracles-1964,https://uploads4.wikiart.org/images/rene-magritte/the-land-of-miracles-1964(1).jpg!Large.jpg,183404-the-land-of-miracles-1964(1).jpg,['still life'],,
Zdzislaw Beksinski,Surrealism,Magic Realism,['characters-and-emotions'],https://www.wikiart.org/en/zdzislaw-beksinski/untitled-493,https://uploads1.wikiart.org/images/zdislav-beksinski/untitled-169.jpg!Large.jpg,176315-untitled-169.jpg,['symbolic painting'],,
Pablo Picasso,Surrealism,Post-Impressionism,['children'],https://www.wikiart.org/en/pablo-picasso/boy-with-a-langosta-1941,https://uploads0.wikiart.org/images/pablo-picasso/boy-with-a-langosta-1941.jpg!Large.jpg,124011-boy-with-a-langosta-1941.jpg,['genre painting'],,
Rene Magritte,Surrealism,Surrealism,"['Sky', 'Naturallandscape', 'Tree', 'Ruralarea', 'Farm', 'morning', 'House', 'Farmhouse', 'Plain']",https://www.wikiart.org/en/rene-magritte/the-fair-captive-1931,https://uploads0.wikiart.org/images/rene-magritte/the-fair-captive-1931(1).jpg!Large.jpg,183178-the-fair-captive-1931(1).jpg,['landscape'],,
Paul Wunderlich,Surrealism,Surrealism,,https://www.wikiart.org/en/paul-wunderlich/l-oeuf-blue-1969,https://uploads3.wikiart.org/images/paul-wunderlich/l-oeuf-blue-1969.jpg!Large.jpg,188162-l-oeuf-blue-1969.jpg,['figurative'],,
Pablo Picasso,Surrealism,Post-Impressionism,"['female-nude', 'Greek-and-Roman-Mythology', 'nymphs-and-satyrs', 'male-nude', 'Silenus', 'Mythology', 'Human']",https://www.wikiart.org/en/pablo-picasso/silenus-dancing-in-company-1933,https://uploads7.wikiart.org/images/pablo-picasso/silenus-dancing-in-company-1933.jpg!Large.jpg,123843-silenus-dancing-in-company-1933.jpg,['mythological painting'],,
Conroy Maddox,Surrealism,Surrealism,,https://www.wikiart.org/en/conroy-maddox/the-astronomer-1990,https://uploads3.wikiart.org/images/conroy-maddox/the-astronomer-1990.jpg,187011-the-astronomer-1990.jpg,['symbolic painting'],,
Paul Delvaux,Surrealism,Surrealism,"['female-nude', 'gardens-and-parks', 'Human', 'Mythology']",https://www.wikiart.org/en/paul-delvaux/the-night-garden-1942,https://uploads5.wikiart.org/images/paul-delvaux/the-night-garden-1942.jpg!Large.jpg,182461-the-night-garden-1942.jpg,['genre painting'],,
Max Ernst,Surrealism,Dada,"['Iris', 'Circle', 'Eye']",https://www.wikiart.org/en/max-ernst/configuration-no-6-1974,https://uploads4.wikiart.org/images/max-ernst/configuration-no-6-1974.jpg!Large.jpg,169768-configuration-no-6-1974.jpg,['abstract'],,
Jock Macdonald,Surrealism,Surrealism,['Pink'],https://www.wikiart.org/en/jock-macdonald/untitled-bird,https://uploads8.wikiart.org/images/jock-macdonald/untitled-bird.jpg!Large.jpg,182388-untitled-bird.jpg,['animal painting'],,
Salvador Dali,Surrealism,Surrealism,['Sky'],https://www.wikiart.org/en/salvador-dali/the-broken-bridge-and-the-dream,https://uploads6.wikiart.org/images/salvador-dali/the-broken-bridge-and-the-dream.jpg,185054-the-broken-bridge-and-the-dream.jpg,['landscape'],The Broken Bridge and the Dream,1945
Rene Magritte,Surrealism,Surrealism,"['Lady', 'Shadow', 'Footwear', 'Tree', 'Leg', 'Floor', 'Tintsandshades', 'Shoe']",https://www.wikiart.org/en/rene-magritte/the-red-model-1934,https://uploads6.wikiart.org/images/rene-magritte/the-red-model-1934(1).jpg!Large.jpg,183190-the-red-model-1934(1).jpg,['symbolic painting'],,
Ramon Oviedo,Surrealism,Expressionism,,https://www.wikiart.org/en/ramon-oviedo/forma-de-percusion,https://uploads5.wikiart.org/images/ramon-oviedo/forma-de-percusion(4).jpg!Large.jpg,137923-forma-de-percusion(4).jpg,['figurative'],,
M.C. Escher,Surrealism,Surrealism,"['female-nude', 'Organism']",https://www.wikiart.org/en/m-c-escher/female-nude-in-a-landscape,https://uploads8.wikiart.org/images/m-c-escher/female-nude-in-a-landscape.jpg!Large.jpg,182606-female-nude-in-a-landscape.jpg,['nude painting (nu)'],,
Salvador Dali,Surrealism,Surrealism,['Sky'],https://www.wikiart.org/en/salvador-dali/suburbs-of-a-paranoiac-critical-town-afternoon-on-the-outskirts-of-european-history-1936,https://uploads1.wikiart.org/images/salvador-dali/suburbs-of-a-paranoiac-critical-town-afternoon-on-the-outskirts-of-european-history-1936.jpg!Large.jpg,184888-suburbs-of-a-paranoiac-critical-town-afternoon-on-the-outskirts-of-european-history-1936.jpg,['cityscape'],,
Georges Hugnet,Surrealism,Dada,['Pictureframe'],https://www.wikiart.org/en/georges-hugnet/le-myst-re-est-exempt-de-pudeur-1935,https://uploads4.wikiart.org/images/georges-hugnet/le-myst-re-est-exempt-de-pudeur-1935.jpg!Large.jpg,170090-le-myst-re-est-exempt-de-pudeur-1935.jpg,['figurative'],,
Joan Miro,Surrealism,Surrealism,"['birds', 'dreams-and-hallucinations']",https://www.wikiart.org/en/joan-miro/a-dew-drop-falling-from-a-bird-s-wing-wakes-rosalie-who-has-been-asleep-in-the-shadow-of-a,https://uploads8.wikiart.org/images/joan-miro/a-dew-drop-falling-from-a-bird-s-wing-wakes-rosalie-who-has-been-asleep-in-the-shadow-of-a.jpg!Large.jpg,182034-a-dew-drop-falling-from-a-bird-s-wing-wakes-rosalie-who-has-been-asleep-in-the-shadow-of-a.jpg,['figurative'],,
Rita Angus,Surrealism,Modernism,,https://www.wikiart.org/en/rita-angus/flight-1969,https://uploads8.wikiart.org/00315/images/rita-angus/flight-1969.jpg!Large.jpg,174095-flight-1969.jpg,"['marina', 'symbolic painting']",,
Joan Ponc,Surrealism,Surrealism,,https://www.wikiart.org/en/joan-ponc/suite-instruments-de-tortura-1956-1,https://uploads6.wikiart.org/images/joan-ponc/suite-instruments-de-tortura-1956-1.jpg,188227-suite-instruments-de-tortura-1956-1.jpg,['figurative'],,
Salvador Dali,Surrealism,Surrealism,"['Mythology', 'Human', 'Sky', 'Fun']",https://www.wikiart.org/en/salvador-dali/portrait-of-mrs-ann-green-and-son-jonathan-1963,https://uploads2.wikiart.org/00152/images/salvador-dali/zzz-salvadore-dali-mrs-ann-green-and-son-jonathan1963.jpg,185307-zzz-salvadore-dali-mrs-ann-green-and-son-jonathan1963.jpg,['portrait'],,
Gustave Moreau,Symbolism,Symbolism,"['female-portraits', 'Greek-and-Roman-Mythology', 'gods-and-goddesses', 'Lady', 'Mythology']",https://www.wikiart.org/en/gustave-moreau/goddess-on-the-rocks,https://uploads6.wikiart.org/images/gustave-moreau/goddess-on-the-rocks.jpg!Large.jpg,79510-goddess-on-the-rocks.jpg,['mythological painting'],,
Mikhail Nesterov,Symbolism,Symbolism,"['rivers-and-waterfalls', 'Loch', 'Bank', 'Sky']",https://www.wikiart.org/en/mikhail-nesterov/river-belaya-1909,https://uploads5.wikiart.org/images/mikhail-nesterov/river-belaya-1909.jpg!Large.jpg,82691-river-belaya-1909.jpg,['landscape'],,
Konstantin Bogaevsky,Symbolism,Symbolism,"['mountains', 'jungles-and-tropics', 'Water']",https://www.wikiart.org/en/konstantin-bogaevsky/evening-sun-1922,https://uploads8.wikiart.org/images/konstantin-bogaevsky/evening-sun-1922.jpg!Large.jpg,84495-evening-sun-1922.jpg,['landscape'],,
Nicholas Roerich,Symbolism,Symbolism,"['Sky', 'Atmosphericphenomenon', 'Cloud']",https://www.wikiart.org/en/nicholas-roerich/sketch,https://uploads3.wikiart.org/images/nicholas-roerich/sketch.jpg!Large.jpg,85345-sketch.jpg,['landscape'],,
William Blake,Symbolism,Romanticism,"['fictional-characters', 'John-Milton-""Paradise-Lost""', 'Mythology', 'Relief', 'Human', 'Chest']",https://www.wikiart.org/en/william-blake/illustration-to-milton-s-paradise-lost-1808-3,https://uploads3.wikiart.org/images/william-blake/illustration-to-milton-s-paradise-lost-1808-3.jpg!Large.jpg,35531-illustration-to-milton-s-paradise-lost-1808-3.jpg,['illustration'],,
Salvador Dali,Symbolism,Surrealism,,https://www.wikiart.org/en/salvador-dali/filiae-herodiadis-saltatio-matthew-14-6-1964,https://uploads2.wikiart.org/images/salvador-dali/filiae-herodiadis-saltatio-matthew-14-6-1964.jpg!Large.jpg,185319-filiae-herodiadis-saltatio-matthew-14-6-1964.jpg,['religious painting'],,
Maurice Denis,Symbolism,Symbolism,"['Furniture', 'Bed', 'Textile', 'Room', 'Cupid-and-Psyche']",https://www.wikiart.org/en/maurice-denis/psyche-discovers-that-her-mysterious-lover-is-eros-1908,https://uploads4.wikiart.org/images/maurice-denis/psyche-discovers-that-her-mysterious-lover-is-eros-1908.jpg!Large.jpg,84422-psyche-discovers-that-her-mysterious-lover-is-eros-1908.jpg,['mythological painting'],,
Nicholas Roerich,Symbolism,Symbolism,"['sunrise-and-sunset', 'mountains', 'Sky', 'Mountain']",https://www.wikiart.org/en/nicholas-roerich/sunset-1931,https://uploads8.wikiart.org/images/nicholas-roerich/sunset-1931.jpg!Large.jpg,85835-sunset-1931.jpg,['landscape'],,
Jan Mankes,Symbolism,Symbolism,,https://www.wikiart.org/en/jan-mankes/girl-with-white-flower-1911,https://uploads0.wikiart.org/00320/images/jan-mankes/jan-mankes-meisje-met-witte-bloem-museum-arnhem-gm-13185.jpg!Large.jpg,88896-jan-mankes-meisje-met-witte-bloem-museum-arnhem-gm-13185.jpg,['portrait'],,
Nikolaos Gyzis,Symbolism,Romanticism,"['Brown', 'Darkness']",https://www.wikiart.org/en/nikolaos-gyzis/spouse-1900,https://uploads0.wikiart.org/images/nikolaos-gyzis/spouse-1900(3).jpg!Large.jpg,50060-spouse-1900(3).jpg,['symbolic painting'],,
Nicholas Roerich,Symbolism,Symbolism,"['folk-architecture', 'Ladakh']",https://www.wikiart.org/en/nicholas-roerich/spitok-ladakh,https://uploads1.wikiart.org/images/nicholas-roerich/spitok-ladakh.jpg!Large.jpg,85702-spitok-ladakh.jpg,['cityscape'],,
James Tissot,Symbolism,Realism,"['priests-and-sacraments', 'Abraham', 'angels-and-archangels', 'Stockphotography', 'Human']",https://www.wikiart.org/en/james-tissot/abraham-sees-sodom-in-flames,https://uploads2.wikiart.org/images/james-tissot/abraham-sees-sodom-in-flames.jpg,67361-abraham-sees-sodom-in-flames.jpg,['religious painting'],Abraham Sees Sodom in Flames,XIX-XX cent.
Nicholas Roerich,Symbolism,Symbolism,"['islands-and-bays', 'cliffs-and-rocks', 'Monhegan', 'Rock', 'Terrain', 'Cliff', 'Geology', 'Formation']",https://www.wikiart.org/en/nicholas-roerich/monhigan-creating-1922,https://uploads0.wikiart.org/images/nicholas-roerich/monhigan-creating-1922.jpg,85509-monhigan-creating-1922.jpg,['landscape'],Monhegan (Creating),1922
Nicholas Roerich,Symbolism,Symbolism,"['mountains', 'Mountainouslandforms', 'Mountain', 'Mountainrange', 'Rock', 'Geology', 'Sky']",https://www.wikiart.org/en/nicholas-roerich/snowy-peaks,https://uploads7.wikiart.org/images/nicholas-roerich/snowy-peaks.jpg,86482-snowy-peaks.jpg,['landscape'],,
Kuzma Petrov-Vodkin,Symbolism,Symbolism,"['Face', 'Chin', 'Forehead', 'Nose', 'Human', 'Eye']",https://www.wikiart.org/en/kuzma-petrov-vodkin/portrait-of-the-artist-s-daughter-1935,https://uploads2.wikiart.org/images/kuzma-petrov-vodkin/portrait-of-the-artist-s-daughter-1935.jpg!Large.jpg,87512-portrait-of-the-artist-s-daughter-1935.jpg,['portrait'],,
Victor Hugo,Symbolism,Symbolism,,https://www.wikiart.org/en/victor-hugo/navet,https://uploads6.wikiart.org/images/victor-hugo/navet.jpg!Large.jpg,79154-navet.jpg,['portrait'],,
Nicholas Roerich,Symbolism,Symbolism,"['allegories-and-symbols', 'prayers', 'mountains', 'Sky', 'Cloud', 'Mountain', 'Mountainrange']",https://www.wikiart.org/en/nicholas-roerich/tablets-of-law-1931,https://uploads7.wikiart.org/images/nicholas-roerich/tablets-of-law-1931.jpg!Large.jpg,85836-tablets-of-law-1931.jpg,['religious painting'],,
Odilon Redon,Symbolism,Symbolism,"['prisons-and-prisoners', 'monochrome', '1880spaintingsfromFrance']",https://www.wikiart.org/en/odilon-redon/the-accused-1887,https://uploads0.wikiart.org/images/odilon-redon/the-accused-1887.jpg!Large.jpg,80162-the-accused-1887.jpg,['symbolic painting'],,
Odilon Redon,Symbolism,Symbolism,"['allegories-and-symbols', '1880spaintingsfromFrance']",https://www.wikiart.org/en/odilon-redon/the-black-torches-1889,https://uploads6.wikiart.org/images/odilon-redon/the-black-torches-1889.jpg!Large.jpg,80169-the-black-torches-1889.jpg,['symbolic painting'],,
Mstislav Dobuzhinsky,Symbolism,Symbolism,"['winter', 'St.-Petersburg', 'yards', 'margins-and-wastelands']",https://www.wikiart.org/en/mstislav-dobuzhinsky/yard-petersburg,https://uploads6.wikiart.org/images/mstislav-dobuzhinsky/yard-petersburg.jpg,86717-yard-petersburg.jpg,['cityscape'],,
Luc-Olivier Merson,Symbolism,Romanticism,,https://www.wikiart.org/en/luc-olivier-merson/projet-d-illustration-pour-macbeth-lady-macbeth-somnambule,https://uploads3.wikiart.org/images/luc-olivier-merson/projet-d-illustration-pour-macbeth-lady-macbeth-somnambule.jpg!Large.jpg,50512-projet-d-illustration-pour-macbeth-lady-macbeth-somnambule.jpg,['illustration'],,
Nicholas Roerich,Symbolism,Symbolism,"['Himalayas', 'mountains', 'Sky', 'Mountain', 'Cloud', 'Mountainrange', 'Atmosphere']",https://www.wikiart.org/en/nicholas-roerich/himalayas-golden-clouds-on-a-purple-sky-1940,https://uploads5.wikiart.org/images/nicholas-roerich/himalayas-golden-clouds-on-a-purple-sky-1940.jpg!Large.jpg,86187-himalayas-golden-clouds-on-a-purple-sky-1940.jpg,['landscape'],,
William Blake,Symbolism,Romanticism,"['fictional-characters', 'beasts-and-dragons', 'John-Milton-""L`Allegro-and-Il-Penseroso""']",https://www.wikiart.org/en/william-blake/the-goblin-1820,https://uploads0.wikiart.org/images/william-blake/the-goblin-1820.jpg!Large.jpg,35569-the-goblin-1820.jpg,['illustration'],,
Jakub Schikaneder,Symbolism,Romanticism,"['Atmosphericphenomenon', 'morning', 'Geologicalphenomenon', 'Sky', 'Water', 'Atmosphere', 'Evening', 'Sea']",https://www.wikiart.org/en/jakub-schikaneder/zapad-slunce-na-vltave,https://uploads6.wikiart.org/00203/images/jakub-schikaneder/jakub-schikaneder-z-pad-slunce-na-vltav.jpg!Large.jpg,51467-jakub-schikaneder-z-pad-slunce-na-vltav.jpg,"['marina', 'cloudscape']",,
Arnold Böcklin,Symbolism,Symbolism,"['female-portraits', 'Face', 'Head', 'Chin', 'Forehead', 'Human']",https://www.wikiart.org/en/arnold-bocklin/portrait-of-clara-bruckmann-bocklin,https://uploads3.wikiart.org/images/arnold-b-cklin/portrait-of-clara-bruckmann-b-cklin.jpg!Large.jpg,79713-portrait-of-clara-bruckmann-b-cklin.jpg,['portrait'],,
Konstantin Bogaevsky,Symbolism,Symbolism,"['forests-and-trees', 'cliffs-and-rocks', 'Crimean-Mountains', 'Tree', 'Woodyplant', 'monochrome']",https://www.wikiart.org/en/konstantin-bogaevsky/romantic-landscape,https://uploads1.wikiart.org/images/konstantin-bogaevsky/romantic-landscape.jpg!Large.jpg,84513-romantic-landscape.jpg,['landscape'],,
William Blake,Symbolism,Romanticism,"['fictional-characters', 'John-Milton-""Paradise-Lost""', 'Human', 'Mythology', 'Humananatomy', 'Organism', 'Muscle']",https://www.wikiart.org/en/william-blake/illustration-to-milton-s-paradise-lost-1807-3,https://uploads3.wikiart.org/images/william-blake/illustration-to-milton-s-paradise-lost-1807-3.jpg!Large.jpg,35521-illustration-to-milton-s-paradise-lost-1807-3.jpg,['illustration'],,
Magnus Enckell,Symbolism,Symbolism,,https://www.wikiart.org/en/magnus-enckell/alaston-poika-1892,https://uploads5.wikiart.org/00323/images/magnus-enckell/enckell-alaston-poika.jpg!Large.jpg,84293-enckell-alaston-poika.jpg,['nude painting (nu)'],,
Nicholas Roerich,Symbolism,Symbolism,"['allegories-and-symbols', 'streets-and-squares', 'lonelyfigures', 'Holyplaces', 'Arch']",https://www.wikiart.org/en/nicholas-roerich/white-lady-1919,https://uploads2.wikiart.org/images/nicholas-roerich/white-lady-1919.jpg,85438-white-lady-1919.jpg,['cityscape'],White Lady,1919
